NaCl,,Be Pd,,,Cd Ga2 Se4,,
2θ - °,Intensity - cps,2θ - °,Y,Intensity - cps,2θ - °,Y,Intensity - cps
29.02,4480,,,,,,
29.03,4293.3,,,,,,
29.04,4186.7,,,,,,
29.05,4346.7,,,,,,
29.06,4426.7,,,,,,
29.07,4320,,,,,,
29.08,4480,,,,,,
29.09,4346.7,,,,,,
29.1,4346.7,,,,,,
29.11,4293.3,,,,,,
29.12,4360,,,,,,
29.13,4480,,,,,,
29.14,4453.3,,,,,,
29.15,4680,,,,,,
29.16,4026.7,,,,,,
29.17,4173.3,,,,,,
29.18,4306.7,,,,,,
29.19,4333.3,,,,,,
29.2,4520,,,,,,
29.21,4253.3,,,,,,
29.22,4333.3,,,,,,
29.23,4280,,,,,,
29.24,4413.3,,,,,,
29.25,4533.3,,,,,,
29.26,4346.7,,,,,,
29.27,4120,,,,,,
29.28,4200,,,,,,
29.29,4213.3,,,,,,
29.3,4626.7,,,,,,
29.31,4173.3,,,,,,
29.32,4173.3,,,,,,
29.33,4373.3,,,,,,
29.34,4453.3,,,,,,
29.35,4546.7,,,,,,
29.36,4333.3,,,,,,
29.37,4400,,,,,,
29.38,4160,,,,,,
29.39,4293.3,,,,,,
29.4,4120,,,,,,
29.41,4013.3,,,,,,
29.42,4106.7,,,,,,
29.43,3906.7,,,,,,
29.44,4160,,,,,,
29.45,4346.7,,,,,,
29.46,4480,,,,,,
29.47,4453.3,,,,,,
29.48,4280,,,,,,
29.49,4293.3,,,,,,
29.5,4146.7,,,,,,
29.51,4146.7,,,,,,
29.52,4240,,,,,,
29.53,4333.3,,,,,,
29.54,4066.7,,,,,,
29.55,3880,,,,,,
29.56,4266.7,,,,,,
29.57,4426.7,,,,,,
29.58,4186.7,,,,,,
29.59,4200,,,,,,
29.6,4413.3,,,,,,
29.61,4080,,,,,,
29.62,3960,,,,,,
29.63,4013.3,,,,,,
29.64,4146.7,,,,,,
29.65,4400,,,,,,
29.66,4240,,,,,,
29.67,4173.3,,,,,,
29.68,4400,,,,,,
29.69,4426.7,,,,,,
29.7,4306.7,,,,,,
29.71,4306.7,,,,,,
29.72,4173.3,,,,,,
29.73,4306.7,,,,,,
29.74,4146.7,,,,,,
29.75,4280,,,,,,
29.76,4373.3,,,,,,
29.77,4053.3,,,,,,
29.78,4213.3,,,,,,
29.79,4200,,,,,,
29.8,4306.7,,,,,,
29.81,4453.3,,,,,,
29.82,4106.7,,,,,,
29.83,4186.7,,,,,,
29.84,3880,,,,,,
29.85,4186.7,,,,,,
29.86,4053.3,,,,,,
29.87,4120,,,,,,
29.88,4013.3,,,,,,
29.89,4573.3,,,,,,
29.9,4613.3,,,,,,
29.91,4280,,,,,,
29.92,4320,,,,,,
29.93,4280,,,,,,
29.94,4040,,,,,,
29.95,4240,,,,,,
29.96,4360,,,,,,
29.97,3946.7,,,,,,
29.98,4106.7,,,,,,
29.99,3973.3,,,,,,
30,3960,,,,,,
30.01,3973.3,,,,,,
30.02,4080,,,,,,
30.03,3866.7,,,,,,
30.04,4106.7,,,,,,
30.05,4186.7,,,,,,
30.06,4026.7,,,,,,
30.07,3893.3,,,,,,
30.08,4213.3,,,,,,
30.09,4120,,,,,,
30.1,3733.3,,,,,,
30.11,3880,,,,,,
30.12,4066.7,,,,,,
30.13,4093.3,,,,,,
30.14,4253.3,,,,,,
30.15,4293.3,,,,,,
30.16,4040,,,,,,
30.17,4013.3,,,,,,
30.18,4000,,,,,,
30.19,4266.7,,,,,,
30.2,4466.7,,,,,,
30.21,4213.3,,,,,,
30.22,4146.7,,,,,,
30.23,4320,,,,,,
30.24,4373.3,,,,,,
30.25,4426.7,,,,,,
30.26,4586.7,,,,,,
30.27,4493.3,,,,,,
30.28,3933.3,,,,,,
30.29,3773.3,,,,,,
30.3,4040,,,,,,
30.31,3893.3,,,,,,
30.32,3813.3,,,,,,
30.33,3840,,,,,,
30.34,3946.7,,,,,,
30.35,3986.7,,,,,,
30.36,4293.3,,,,,,
30.37,4306.7,,,,,,
30.38,4386.7,,,,,,
30.39,4453.3,,,,,,
30.4,4053.3,,,,,,
30.41,4040,,,,,,
30.42,4106.7,,,,,,
30.43,4293.3,,,,,,
30.44,4146.7,,,,,,
30.45,4093.3,,,,,,
30.46,4066.7,,,,,,
30.47,4106.7,,,,,,
30.48,3826.7,,,,,,
30.49,4066.7,,,,,,
30.5,4000,,,,,,
30.51,4133.3,,,,,,
30.52,4080,,,,,,
30.53,4080,,,,,,
30.54,4200,,,,,,
30.55,4040,,,,,,
30.56,3946.7,,,,,,
30.57,3946.7,,,,,,
30.58,3853.3,,,,,,
30.59,3880,,,,,,
30.6,4053.3,,,,,,
30.61,3866.7,,,,,,
30.62,4000,,,,,,
30.63,4480,,,,,,
30.64,4373.3,,,,,,
30.65,4306.7,,,,,,
30.66,4186.7,,,,,,
30.67,4506.7,,,,,,
30.68,4453.3,,,,,,
30.69,4226.7,,,,,,
30.7,4373.3,,,,,,
30.71,4373.3,,,,,,
30.72,4413.3,,,,,,
30.73,4373.3,,,,,,
30.74,4373.3,,,,,,
30.75,4306.7,,,,,,
30.76,4466.7,,,,,,
30.77,4480,,,,,,
30.78,4266.7,,,,,,
30.79,4240,,,,,,
30.8,4333.3,,,,,,
30.81,4440,,,,,,
30.82,4533.3,,,,,,
30.83,4226.7,,,,,,
30.84,4186.7,,,,,,
30.85,4413.3,,,,,,
30.86,4133.3,,,,,,
30.87,4480,,,,,,
30.88,4306.7,,,,,,
30.89,4533.3,,,,,,
30.9,4466.7,,,,,,
30.91,4533.3,,,,,,
30.92,4533.3,,,,,,
30.93,4373.3,,,,,,
30.94,4706.7,,,,,,
30.95,4586.7,,,,,,
30.96,4333.3,,,,,,
30.97,4480,,,,,,
30.98,4240,,,,,,
30.99,4120,,,,,,
31,4573.3,,,,,,
31.01,4386.7,,,,,,
31.02,4186.7,,,,,,
31.03,4320,,,,,,
31.04,4253.3,,,,,,
31.05,4293.3,,,,,,
31.06,4373.3,,,,,,
31.07,4400,,,,,,
31.08,4426.7,,,,,,
31.09,4746.7,,,,,,
31.1,4493.3,,,,,,
31.11,4600,,,,,,
31.12,4626.7,,,,,,
31.13,4506.7,,,,,,
31.14,4426.7,,,,,,
31.15,4946.7,,,,,,
31.16,4706.7,,,,,,
31.17,4893.3,,,,,,
31.18,4560,,,,,,
31.19,4346.7,,,,,,
31.2,4666.7,,,,,,
31.21,4960,,,,,,
31.22,5066.7,,,,,,
31.23,5053.3,,,,,,
31.24,4706.7,,,,,,
31.25,4813.3,,,,,,
31.26,4720,,,,,,
31.27,4546.7,,,,,,
31.28,4706.7,,,,,,
31.29,4560,,,,,,
31.3,4586.7,,,,,,
31.31,4853.3,,,,,,
31.32,5000,,,,,,
31.33,5093.3,,,,,,
31.34,5160,,,,,,
31.35,4973.3,,,,,,
31.36,5053.3,,,,,,
31.37,5333.3,,,,,,
31.38,5586.7,,,,,,
31.39,5640,,,,,,
31.4,5600,,,,,,
31.41,5333.3,,,,,,
31.42,5133.3,,,,,,
31.43,5426.7,,,,,,
31.44,5533.3,,,,,,
31.45,5600,,,,,,
31.46,6000,,,,,,
31.47,6213.3,,,,,,
31.48,5626.7,,,,,,
31.49,5840,,,,,,
31.5,6333.3,,,,,,
31.51,6320,,,,,,
31.52,6813.3,,,,,,
31.53,6640,,,,,,
31.54,7186.7,,,,,,
31.55,7626.7,,,,,,
31.56,8293.3,,,,,,
31.57,8640,,,,,,
31.58,9133.3,,,,,,
31.59,9733.3,,,,,,
31.6,10547,,,,,,
31.61,11520,,,,,,
31.62,13000,,,,,,
31.63,14587,,,,,,
31.64,16187,,,,,,
31.65,18973,,,,,,
31.66,21933,,,,,,
31.67,24747,,,,,,
31.68,28747,,,,,,
31.69,34360,,,,,,
31.7,39320,,,,,,
31.71,46173,,,,,,
31.72,53987,,,,,,
31.73,61573,,,,,,
31.74,69907,,,,,,
31.75,77680,,,,,,
31.76,85200,,,,,,
31.77,91853,,,,,,
31.78,97747,,,,,,
31.79,1.0017·10⁺⁰⁵,,,,,,
31.8,1.0128·10⁺⁰⁵,,,,,,
31.81,1.0105·10⁺⁰⁵,,,,,,
31.82,99573,,,,,,
31.83,95507,,,,,,
31.84,89787,,,,,,
31.85,82160,,,,,,
31.86,74213,,,,,,
31.87,67373,,,,,,
31.88,60347,,,,,,
31.89,55387,,,,,,
31.9,49893,,,,,,
31.91,44093,,,,,,
31.92,37813,,,,,,
31.93,32360,,,,,,
31.94,27373,,,,,,
31.95,23413,,,,,,
31.96,20267,,,,,,
31.97,17987,,,,,,
31.98,16387,,,,,,
31.99,15240,,,,,,
32,13640,,,,,,
32.01,12547,,,,,,
32.02,12360,,,,,,
32.03,11160,,,,,,
32.04,10747,,,,,,
32.05,10453,,,,,,
32.06,9733.3,,,,,,
32.07,9293.3,,,,,,
32.08,8893.3,,,,,,
32.09,8506.7,,,,,,
32.1,7960,,,,,,
32.11,7506.7,,,,,,
32.12,7026.7,,,,,,
32.13,6680,,,,,,
32.14,6520,,,,,,
32.15,6160,,,,,,
32.16,6400,,,,,,
32.17,6146.7,,,,,,
32.18,5653.3,,,,,,
32.19,5880,,,,,,
32.2,5426.7,,,,,,
32.21,5173.3,,,,,,
32.22,5053.3,,,,,,
32.23,5453.3,,,,,,
32.24,5120,,,,,,
32.25,4813.3,,,,,,
32.26,5000,,,,,,
32.27,5200,,,,,,
32.28,5093.3,,,,,,
32.29,4866.7,,,,,,
32.3,4826.7,,,,,,
32.31,4773.3,,,,,,
32.32,4720,,,,,,
32.33,4640,,,,,,
32.34,4533.3,,,,,,
32.35,4560,,,,,,
32.36,4333.3,,,,,,
32.37,4426.7,,,,,,
32.38,4893.3,,,,,,
32.39,4493.3,,,,,,
32.4,4493.3,,,,,,
32.41,4440,,,,,,
32.42,4986.7,,,,,,
32.43,4440,,,,,,
32.44,4000,,,,,,
32.45,4426.7,,,,,,
32.46,4533.3,,,,,,
32.47,4253.3,,,,,,
32.48,4026.7,,,,,,
32.49,4133.3,,,,,,
32.5,4280,,,,,,
32.51,4280,,,,,,
32.52,4440,,,,,,
32.53,4133.3,,,,,,
32.54,4333.3,,,,,,
32.55,4520,,,,,,
32.56,4626.7,,,,,,
32.57,4066.7,,,,,,
32.58,4253.3,,,,,,
32.59,4053.3,,,,,,
32.6,4146.7,,,,,,
32.61,4453.3,,,,,,
32.62,4226.7,,,,,,
32.63,4040,,,,,,
32.64,4173.3,,,,,,
32.65,4146.7,,,,,,
32.66,4253.3,,,,,,
32.67,4453.3,,,,,,
32.68,4320,,,,,,
32.69,4253.3,,,,,,
32.7,4320,,,,,,
32.71,3986.7,,,,,,
32.72,4013.3,,,,,,
32.73,4026.7,,,,,,
32.74,4426.7,,,,,,
32.75,4466.7,,,,,,
32.76,4120,,,,,,
32.77,4160,,,,,,
32.78,4040,,,,,,
32.79,4080,,,,,,
32.8,4000,,,,,,
32.81,4000,,,,,,
32.82,4200,,,,,,
32.83,3920,,,,,,
32.84,4026.7,,,,,,
32.85,4053.3,,,,,,
32.86,4106.7,,,,,,
32.87,4333.3,,,,,,
32.88,4280,,,,,,
32.89,4146.7,,,,,,
32.9,4066.7,,,,,,
32.91,4000,,,,,,
32.92,4653.3,,,,,,
32.93,4560,,,,,,
32.94,4173.3,,,,,,
32.95,4213.3,,,,,,
32.96,3933.3,,,,,,
32.97,4080,,,,,,
32.98,4240,,,,,,
32.99,4026.7,,,,,,
33,3946.7,,,,,,
33.01,3760,,,,,,
33.02,3826.7,,,,,,
33.03,4186.7,,,,,,
33.04,3920,,,,,,
33.05,4173.3,,,,,,
33.06,4000,,,,,,
33.07,3973.3,,,,,,
33.08,4120,,,,,,
33.09,4053.3,,,,,,
33.1,3813.3,,,,,,
33.11,3693.3,,,,,,
33.12,3906.7,,,,,,
33.13,4133.3,,,,,,
33.14,4066.7,,,,,,
33.15,4240,,,,,,
33.16,4106.7,,,,,,
33.17,4013.3,,,,,,
33.18,3800,,,,,,
33.19,3853.3,,,,,,
33.2,3773.3,,,,,,
33.21,4133.3,,,,,,
33.22,4466.7,,,,,,
33.23,3986.7,,,,,,
33.24,3880,,,,,,
33.25,3840,,,,,,
33.26,3973.3,,,,,,
33.27,3800,,,,,,
33.28,4266.7,,,,,,
33.29,4053.3,,,,,,
33.3,3706.7,,,,,,
33.31,3973.3,,,,,,
33.32,4000,,,,,,
33.33,3906.7,,,,,,
33.34,4186.7,,,,,,
33.35,3866.7,,,,,,
33.36,3973.3,,,,,,
33.37,4106.7,,,,,,
33.38,3826.7,,,,,,
33.39,3720,,,,,,
33.4,3920,,,,,,
33.41,4226.7,,,,,,
33.42,4026.7,,,,,,
33.43,4093.3,,,,,,
33.44,4000,,,,,,
33.45,4053.3,,,,,,
33.46,4026.7,,,,,,
33.47,4053.3,,,,,,
33.48,3773.3,,,,,,
33.49,3760,,,,,,
33.5,3893.3,,,,,,
33.51,3893.3,,,,,,
33.52,3906.7,,,,,,
33.53,4013.3,,,,,,
33.54,3920,,,,,,
33.55,4040,,,,,,
33.56,4093.3,,,,,,
33.57,4013.3,,,,,,
33.58,4120,,,,,,
33.59,4053.3,,,,,,
33.6,3826.7,,,,,,
33.61,3760,,,,,,
33.62,3906.7,,,,,,
33.63,4160,,,,,,
33.64,3946.7,,,,,,
33.65,3893.3,,,,,,
33.66,4200,,,,,,
33.67,4173.3,,,,,,
33.68,4040,,,,,,
33.69,3840,,,,,,
33.7,3586.7,,,,,,
33.71,3600,,,,,,
33.72,3626.7,,,,,,
33.73,3906.7,,,,,,
33.74,3973.3,,,,,,
33.75,3920,,,,,,
33.76,3893.3,,,,,,
33.77,3880,,,,,,
33.78,3680,,,,,,
33.79,3773.3,,,,,,
33.8,3840,,,,,,
33.81,3800,,,,,,
33.82,3720,,,,,,
33.83,3826.7,,,,,,
33.84,3666.7,,,,,,
33.85,3653.3,,,,,,
33.86,3986.7,,,,,,
33.87,3666.7,,,,,,
33.88,3946.7,,,,,,
33.89,4026.7,,,,,,
33.9,3960,,,,,,
33.91,3586.7,,,,,,
33.92,3693.3,,,,,,
33.93,4000,,,,,,
33.94,3920,,,,,,
33.95,3906.7,,,,,,
33.96,3840,,,,,,
33.97,3893.3,,,,,,
33.98,3933.3,,,,,,
33.99,3973.3,,,,,,
34,3880,,,,,,
34.01,3906.7,,,,,,
34.02,4013.3,,,,,,
34.03,3853.3,,,,,,
34.04,4040,,,,,,
34.05,3893.3,,,,,,
34.06,3693.3,,,,,,
34.07,3826.7,,,,,,
34.08,3640,,,,,,
34.09,3706.7,,,,,,
34.1,3933.3,,,,,,
34.11,3933.3,,,,,,
34.12,3920,,,,,,
34.13,4106.7,,,,,,
34.14,3893.3,,,,,,
34.15,4080,,,,,,
34.16,4026.7,,,,,,
34.17,3800,,,,,,
34.18,3680,,,,,,
34.19,3880,,,,,,
34.2,4026.7,,,,,,
34.21,3933.3,,,,,,
34.22,3560,,,,,,
34.23,3786.7,,,,,,
34.24,3546.7,,,,,,
34.25,3813.3,,,,,,
34.26,3666.7,,,,,,
34.27,3546.7,,,,,,
34.28,3813.3,,,,,,
34.29,3813.3,,,,,,
34.3,3760,,,,,,
34.31,3706.7,,,,,,
34.32,3826.7,,,,,,
34.33,3853.3,,,,,,
34.34,3840,,,,,,
34.35,3813.3,,,,,,
34.36,3866.7,,,,,,
34.37,3933.3,,,,,,
34.38,3946.7,,,,,,
34.39,3586.7,,,,,,
34.4,3653.3,,,,,,
34.41,3680,,,,,,
34.42,4160,,,,,,
34.43,4026.7,,,,,,
34.44,3960,,,,,,
34.45,3760,,,,,,
34.46,3933.3,,,,,,
34.47,3960,,,,,,
34.48,3693.3,,,,,,
34.49,4066.7,,,,,,
34.5,3866.7,,,,,,
34.51,3693.3,,,,,,
34.52,3866.7,,,,,,
34.53,4080,,,,,,
34.54,3853.3,,,,,,
34.55,4000,,,,,,
34.56,3906.7,,,,,,
34.57,3800,,,,,,
34.58,3520,,,,,,
34.59,3600,,,,,,
34.6,3893.3,,,,,,
34.61,3760,,,,,,
34.62,3813.3,,,,,,
34.63,3906.7,,,,,,
34.64,3666.7,,,,,,
34.65,3666.7,,,,,,
34.66,3720,,,,,,
34.67,3653.3,,,,,,
34.68,3866.7,,,,,,
34.69,3893.3,,,,,,
34.7,4093.3,,,,,,
34.71,3920,,,,,,
34.72,3933.3,,,,,,
34.73,3666.7,,,,,,
34.74,3680,,,,,,
34.75,3906.7,,,,,,
34.76,3893.3,,,,,,
34.77,3706.7,,,,,,
34.78,3746.7,,,,,,
34.79,3866.7,,,,,,
34.8,3946.7,,,,,,
34.81,3906.7,,,,,,
34.82,3880,,,,,,
34.83,3813.3,,,,,,
34.84,3933.3,,,,,,
34.85,3893.3,,,,,,
34.86,3573.3,,,,,,
34.87,4000,,,,,,
34.88,3866.7,,,,,,
34.89,3800,,,,,,
34.9,3666.7,,,,,,
34.91,3893.3,,,,,,
34.92,3920,,,,,,
34.93,3920,,,,,,
34.94,3706.7,,,,,,
34.95,3733.3,,,,,,
34.96,3800,,,,,,
34.97,3653.3,,,,,,
34.98,3613.3,,,,,,
34.99,4000,,,,,,
35,3720,,,,,,
35.01,3493.3,,,,,,
35.02,3973.3,,,,,,
35.03,4040,,,,,,
35.04,3720,,,,,,
35.05,3626.7,,,,,,
35.06,3826.7,,,,,,
35.07,3826.7,,,,,,
35.08,3693.3,,,,,,
35.09,3733.3,,,,,,
35.1,3493.3,,,,,,
35.11,3786.7,,,,,,
35.12,3866.7,,,,,,
35.13,3893.3,,,,,,
35.14,3693.3,,,,,,
35.15,3640,,,,,,
35.16,3906.7,,,,,,
35.17,3920,,,,,,
35.18,3746.7,,,,,,
35.19,3693.3,,,,,,
35.2,3733.3,,,,,,
35.21,3680,,,,,,
35.22,3653.3,,,,,,
35.23,3613.3,,,,,,
35.24,3266.7,,,,,,
35.25,3120,,,,,,
35.26,3506.7,,,,,,
35.27,3906.7,,,,,,
35.28,3906.7,,,,,,
35.29,3746.7,,,,,,
35.3,3693.3,,,,,,
35.31,3786.7,,,,,,
35.32,3866.7,,,,,,
35.33,3893.3,,,,,,
35.34,3813.3,,,,,,
35.35,3813.3,,,,,,
35.36,3626.7,,,,,,
35.37,3746.7,,,,,,
35.38,3813.3,,,,,,
35.39,3880,,,,,,
35.4,3786.7,,,,,,
35.41,3813.3,,,,,,
35.42,3706.7,,,,,,
35.43,3560,,,,,,
35.44,3613.3,,,,,,
35.45,3640,,,,,,
35.46,3733.3,,,,,,
35.47,3586.7,,,,,,
35.48,3453.3,,,,,,
35.49,3426.7,,,,,,
35.5,3480,,,,,,
35.51,3426.7,,,,,,
35.52,3573.3,,,,,,
35.53,3546.7,,,,,,
35.54,3533.3,,,,,,
35.55,3480,,,,,,
35.56,3533.3,,,,,,
35.57,3413.3,,,,,,
35.58,3693.3,,,,,,
35.59,3920,,,,,,
35.6,3933.3,,,,,,
35.61,3746.7,,,,,,
35.62,3586.7,,,,,,
35.63,3626.7,,,,,,
35.64,3613.3,,,,,,
35.65,3706.7,,,,,,
35.66,3426.7,,,,,,
35.67,3480,,,,,,
35.68,3546.7,,,,,,
35.69,3533.3,,,,,,
35.7,3680,,,,,,
35.71,3400,,,,,,
35.72,3600,,,,,,
35.73,3453.3,,,,,,
35.74,3466.7,,,,,,
35.75,3626.7,,,,,,
35.76,3680,,,,,,
35.77,3546.7,,,,,,
35.78,3373.3,,,,,,
35.79,3586.7,,,,,,
35.8,3680,,,,,,
35.81,3586.7,,,,,,
35.82,3493.3,,,,,,
35.83,3466.7,,,,,,
35.84,3600,,,,,,
35.85,3760,,,,,,
35.86,3533.3,,,,,,
35.87,3573.3,,,,,,
35.88,3493.3,,,,,,
35.89,3506.7,,,,,,
35.9,3413.3,,,,,,
35.91,3866.7,,,,,,
35.92,4026.7,,,,,,
35.93,3733.3,,,,,,
35.94,3866.7,,,,,,
35.95,3880,,,,,,
35.96,3666.7,,,,,,
35.97,3266.7,,,,,,
35.98,3546.7,,,,,,
35.99,3706.7,,,,,,
36,3586.7,,,,,,
36.01,3573.3,,,,,,
36.02,3706.7,,,,,,
36.03,3920,,,,,,
36.04,3906.7,,,,,,
36.05,3626.7,,,,,,
36.06,3586.7,,,,,,
36.07,3560,,,,,,
36.08,3720,,,,,,
36.09,3520,,,,,,
36.1,3293.3,,,,,,
36.11,3680,,,,,,
36.12,3666.7,,,,,,
36.13,3360,,,,,,
36.14,3466.7,,,,,,
36.15,3640,,,,,,
36.16,3640,,,,,,
36.17,3813.3,,,,,,
36.18,3666.7,,,,,,
36.19,3400,,,,,,
36.2,3506.7,,,,,,
36.21,3506.7,,,,,,
36.22,3493.3,,,,,,
36.23,3533.3,,,,,,
36.24,3746.7,,,,,,
36.25,3653.3,,,,,,
36.26,3546.7,,,,,,
36.27,3573.3,,,,,,
36.28,3506.7,,,,,,
36.29,3560,,,,,,
36.3,3453.3,,,,,,
36.31,3666.7,,,,,,
36.32,4000,,,,,,
36.33,3960,,,,,,
36.34,3786.7,,,,,,
36.35,3786.7,,,,,,
36.36,3386.7,,,,,,
36.37,3266.7,,,,,,
36.38,3733.3,,,,,,
36.39,3546.7,,,,,,
36.4,3466.7,,,,,,
36.41,3813.3,,,,,,
36.42,3533.3,,,,,,
36.43,3560,,,,,,
36.44,3693.3,,,,,,
36.45,3373.3,,,,,,
36.46,3266.7,,,,,,
36.47,3386.7,,,,,,
36.48,3453.3,,,,,,
36.49,3520,,,,,,
36.5,3626.7,,,,,,
36.51,3600,,,,,,
36.52,3546.7,,,,,,
36.53,3280,,,,,,
36.54,3653.3,,,,,,
36.55,3786.7,,,,,,
36.56,3640,,,,,,
36.57,3666.7,,,,,,
36.58,3400,,,,,,
36.59,3453.3,,,,,,
36.6,3453.3,,,,,,
36.61,3253.3,,,,,,
36.62,3493.3,,,,,,
36.63,3746.7,,,,,,
36.64,3760,,,,,,
36.65,3813.3,,,,,,
36.66,3613.3,,,,,,
36.67,3586.7,,,,,,
36.68,3733.3,,,,,,
36.69,3506.7,,,,,,
36.7,3306.7,,,,,,
36.71,3506.7,,,,,,
36.72,3640,,,,,,
36.73,3600,,,,,,
36.74,3426.7,,,,,,
36.75,3760,,,,,,
36.76,3480,,,,,,
36.77,3560,,,,,,
36.78,3360,,,,,,
36.79,3640,,,,,,
36.8,3613.3,,,,,,
36.81,3613.3,,,,,,
36.82,3613.3,,,,,,
36.83,3573.3,,,,,,
36.84,3520,,,,,,
36.85,3346.7,,,,,,
36.86,3666.7,,,,,,
36.87,3600,,,,,,
36.88,3613.3,,,,,,
36.89,3840,,,,,,
36.9,3946.7,,,,,,
36.91,3920,,,,,,
36.92,3573.3,,,,,,
36.93,3480,,,,,,
36.94,3426.7,,,,,,
36.95,3386.7,,,,,,
36.96,3760,,,,,,
36.97,3640,,,,,,
36.98,3853.3,,,,,,
36.99,3920,,,,,,
37,3706.7,,,,,,
37.01,3573.3,,,,,,
37.02,3666.7,,,,,,
37.03,3400,,,,,,
37.04,3626.7,,,,,,
37.05,3600,,,,,,
37.06,3280,,,,,,
37.07,3200,,,,,,
37.08,3413.3,,,,,,
37.09,3506.7,,,,,,
37.1,3533.3,,,,,,
37.11,3480,,,,,,
37.12,3573.3,,,,,,
37.13,3520,,,,,,
37.14,3346.7,,,,,,
37.15,3400,,,,,,
37.16,3266.7,,,,,,
37.17,3453.3,,,,,,
37.18,3560,,,,,,
37.19,3440,,,,,,
37.2,3493.3,,,,,,
37.21,3440,,,,,,
37.22,3653.3,,,,,,
37.23,3600,,,,,,
37.24,3546.7,,,,,,
37.25,3440,,,,,,
37.26,3373.3,,,,,,
37.27,3626.7,,,,,,
37.28,3733.3,,,,,,
37.29,3426.7,,,,,,
37.3,3306.7,,,,,,
37.31,3533.3,,,,,,
37.32,3386.7,,,,,,
37.33,3453.3,,,,,,
37.34,3573.3,,,,,,
37.35,3466.7,,,,,,
37.36,3480,,,,,,
37.37,3746.7,,,,,,
37.38,3746.7,,,,,,
37.39,3546.7,,,,,,
37.4,3346.7,,,,,,
37.41,3440,,,,,,
37.42,3453.3,,,,,,
37.43,3440,,,,,,
37.44,3573.3,,,,,,
37.45,3626.7,,,,,,
37.46,3626.7,,,,,,
37.47,3560,,,,,,
37.48,3480,,,,,,
37.49,3520,,,,,,
37.5,3533.3,,,,,,
37.51,3306.7,,,,,,
37.52,3666.7,,,,,,
37.53,3893.3,,,,,,
37.54,3893.3,,,,,,
37.55,3813.3,,,,,,
37.56,3560,,,,,,
37.57,3293.3,,,,,,
37.58,3226.7,,,,,,
37.59,3360,,,,,,
37.6,3293.3,,,,,,
37.61,3346.7,,,,,,
37.62,3440,,,,,,
37.63,3493.3,,,,,,
37.64,3333.3,,,,,,
37.65,3440,,,,,,
37.66,3626.7,,,,,,
37.67,3346.7,,,,,,
37.68,3293.3,,,,,,
37.69,3520,,,,,,
37.7,3226.7,,,,,,
37.71,3440,,,,,,
37.72,3480,,,,,,
37.73,3333.3,,,,,,
37.74,3226.7,,,,,,
37.75,3293.3,,,,,,
37.76,3360,,,,,,
37.77,3573.3,,,,,,
37.78,3786.7,,,,,,
37.79,3506.7,,,,,,
37.8,3613.3,,,,,,
37.81,3613.3,,,,,,
37.82,3626.7,,,,,,
37.83,3333.3,,,,,,
37.84,3213.3,,,,,,
37.85,3453.3,,,,,,
37.86,3200,,,,,,
37.87,3306.7,,,,,,
37.88,3533.3,,,,,,
37.89,3306.7,,,,,,
37.9,3413.3,,,,,,
37.91,3533.3,,,,,,
37.92,3373.3,,,,,,
37.93,3426.7,,,,,,
37.94,3386.7,,,,,,
37.95,3706.7,,,,,,
37.96,3520,,,,,,
37.97,3386.7,,,,,,
37.98,3506.7,,,,,,
37.99,3533.3,,,,,,
38,3400,,,,,,
38.01,3253.3,,,,,,
38.02,3626.7,,,,,,
38.03,3760,,,,,,
38.04,3573.3,,,,,,
38.05,3400,,,,,,
38.06,3413.3,,,,,,
38.07,3173.3,,,,,,
38.08,3160,,,,,,
38.09,3546.7,,,,,,
38.1,3453.3,,,,,,
38.11,3240,,,,,,
38.12,3440,,,,,,
38.13,3440,,,,,,
38.14,3386.7,,,,,,
38.15,3440,,,,,,
38.16,3453.3,,,,,,
38.17,3480,,,,,,
38.18,3573.3,,,,,,
38.19,3640,,,,,,
38.2,3546.7,,,,,,
38.21,3493.3,,,,,,
38.22,3253.3,,,,,,
38.23,3186.7,,,,,,
38.24,3360,,,,,,
38.25,3706.7,,,,,,
38.26,3453.3,,,,,,
38.27,3386.7,,,,,,
38.28,3626.7,,,,,,
38.29,3893.3,,,,,,
38.3,3586.7,,,,,,
38.31,3386.7,,,,,,
38.32,3346.7,,,,,,
38.33,3440,,,,,,
38.34,3480,,,,,,
38.35,3466.7,,,,,,
38.36,3586.7,,,,,,
38.37,3346.7,,,,,,
38.38,3560,,,,,,
38.39,3733.3,,,,,,
38.4,3506.7,,,,,,
38.41,3533.3,,,,,,
38.42,3400,,,,,,
38.43,3226.7,,,,,,
38.44,3586.7,,,,,,
38.45,3453.3,,,,,,
38.46,3440,,,,,,
38.47,3093.3,,,,,,
38.48,3466.7,,,,,,
38.49,3466.7,,,,,,
38.5,3506.7,,,,,,
38.51,3480,,,,,,
38.52,3493.3,,,,,,
38.53,3306.7,,,,,,
38.54,3200,,,,,,
38.55,3346.7,,,,,,
38.56,3560,,,,,,
38.57,3333.3,,,,,,
38.58,3440,,,,,,
38.59,3653.3,,,,,,
38.6,3653.3,,,,,,
38.61,3440,,,,,,
38.62,3453.3,,,,,,
38.63,3200,,,,,,
38.64,3253.3,,,,,,
38.65,3386.7,,,,,,
38.66,3306.7,,,,,,
38.67,3160,,,,,,
38.68,3600,,,,,,
38.69,3506.7,,,,,,
38.7,3440,,,,,,
38.71,3373.3,,,,,,
38.72,3333.3,,,,,,
