NaCl,,Be Pd,,,Cd Ga2 Se4,,
2θ - °,Intensity - cps,2θ - °,Y,Intensity - cps,2θ - °,Y,Intensity - cps
58.28,2986.7,,,,,,
58.29,3133.3,,,,,,
58.3,2973.3,,,,,,
58.31,3080,,,,,,
58.32,3226.7,,,,,,
58.33,3240,,,,,,
58.34,3146.7,,,,,,
58.35,3040,,,,,,
58.36,3080,,,,,,
58.37,3040,,,,,,
58.38,3440,,,,,,
58.39,3266.7,,,,,,
58.4,3013.3,,,,,,
58.41,3013.3,,,,,,
58.42,3120,,,,,,
58.43,3480,,,,,,
58.44,3226.7,,,,,,
58.45,3066.7,,,,,,
58.46,3266.7,,,,,,
58.47,3293.3,,,,,,
58.48,3333.3,,,,,,
58.49,2893.3,,,,,,
58.5,2853.3,,,,,,
58.51,3120,,,,,,
58.52,3506.7,,,,,,
58.53,3306.7,,,,,,
58.54,2800,,,,,,
58.55,3066.7,,,,,,
58.56,3040,,,,,,
58.57,2893.3,,,,,,
58.58,3186.7,,,,,,
58.59,3040,,,,,,
58.6,3040,,,,,,
58.61,3146.7,,,,,,
58.62,3533.3,,,,,,
58.63,3320,,,,,,
58.64,3173.3,,,,,,
58.65,3080,,,,,,
58.66,3240,,,,,,
58.67,3253.3,,,,,,
58.68,3386.7,,,,,,
58.69,3186.7,,,,,,
58.7,3320,,,,,,
58.71,3413.3,,,,,,
58.72,3226.7,,,,,,
58.73,3386.7,,,,,,
58.74,3346.7,,,,,,
58.75,3080,,,,,,
58.76,3106.7,,,,,,
58.77,3093.3,,,,,,
58.78,3066.7,,,,,,
58.79,3240,,,,,,
58.8,3333.3,,,,,,
58.81,3440,,,,,,
58.82,3213.3,,,,,,
58.83,3440,,,,,,
58.84,3453.3,,,,,,
58.85,3440,,,,,,
58.86,3226.7,,,,,,
58.87,3266.7,,,,,,
58.88,3240,,,,,,
58.89,3280,,,,,,
58.9,3213.3,,,,,,
58.91,3346.7,,,,,,
58.92,3213.3,,,,,,
58.93,3000,,,,,,
58.94,3053.3,,,,,,
58.95,3200,,,,,,
58.96,3253.3,,,,,,
58.97,3333.3,,,,,,
58.98,3226.7,,,,,,
58.99,3146.7,,,,,,
59,3106.7,,,,,,
59.01,3120,,,,,,
59.02,3266.7,,,,,,
59.03,3506.7,,,,,,
59.04,3613.3,,,,,,
59.05,3546.7,,,,,,
59.06,3333.3,,,,,,
59.07,3293.3,,,,,,
59.08,3346.7,,,,,,
59.09,3066.7,,,,,,
59.1,2933.3,,,,,,
59.11,2960,,,,,,
59.12,3306.7,,,,,,
59.13,3426.7,,,,,,
59.14,3093.3,,,,,,
59.15,3066.7,,,,,,
59.16,3146.7,,,,,,
59.17,3226.7,,,,,,
59.18,3160,,,,,,
59.19,3040,,,,,,
59.2,2933.3,,,,,,
59.21,3200,,,,,,
59.22,3053.3,,,,,,
59.23,3386.7,,,,,,
59.24,3186.7,,,,,,
59.25,3400,,,,,,
59.26,3200,,,,,,
59.27,3080,,,,,,
59.28,3053.3,,,,,,
59.29,3226.7,,,,,,
59.3,3120,,,,,,
59.31,3040,,,,,,
59.32,3133.3,,,,,,
59.33,3080,,,,,,
59.34,3253.3,,,,,,
59.35,3080,,,,,,
59.36,3160,,,,,,
59.37,3506.7,,,,,,
59.38,3320,,,,,,
59.39,3240,,,,,,
59.4,3173.3,,,,,,
59.41,3293.3,,,,,,
59.42,3293.3,,,,,,
59.43,3293.3,,,,,,
59.44,2960,,,,,,
59.45,3053.3,,,,,,
59.46,3000,,,,,,
59.47,3093.3,,,,,,
59.48,3160,,,,,,
59.49,2946.7,,,,,,
59.5,3266.7,,,,,,
59.51,3106.7,,,,,,
59.52,2946.7,,,,,,
59.53,3120,,,,,,
59.54,3573.3,,,,,,
59.55,3360,,,,,,
59.56,3146.7,,,,,,
59.57,2973.3,,,,,,
59.58,3026.7,,,,,,
59.59,3213.3,,,,,,
59.6,3213.3,,,,,,
59.61,3106.7,,,,,,
59.62,2933.3,,,,,,
59.63,3133.3,,,,,,
59.64,3120,,,,,,
59.65,3133.3,,,,,,
59.66,3120,,,,,,
59.67,3320,,,,,,
59.68,3333.3,,,,,,
59.69,3120,,,,,,
59.7,3106.7,,,,,,
59.71,3080,,,,,,
59.72,3133.3,,,,,,
59.73,3266.7,,,,,,
59.74,3053.3,,,,,,
59.75,3026.7,,,,,,
59.76,3173.3,,,,,,
59.77,3160,,,,,,
59.78,3333.3,,,,,,
59.79,3213.3,,,,,,
59.8,3000,,,,,,
59.81,3133.3,,,,,,
59.82,3026.7,,,,,,
59.83,3200,,,,,,
59.84,3280,,,,,,
59.85,2960,,,,,,
59.86,3213.3,,,,,,
59.87,3413.3,,,,,,
59.88,3253.3,,,,,,
59.89,3120,,,,,,
59.9,3093.3,,,,,,
59.91,3000,,,,,,
59.92,3000,,,,,,
59.93,2960,,,,,,
59.94,3066.7,,,,,,
59.95,3053.3,,,,,,
59.96,3026.7,,,,,,
59.97,2853.3,,,,,,
59.98,2960,,,,,,
59.99,3306.7,,,,,,
60,3186.7,,,,,,
60.01,3093.3,,,,,,
60.02,3226.7,,,,,,
60.03,3133.3,,,,,,
60.04,3173.3,,,,,,
60.05,2986.7,,,,,,
60.06,2946.7,,,,,,
60.07,2920,,,,,,
60.08,3320,,,,,,
60.09,3226.7,,,,,,
60.1,2933.3,,,,,,
60.11,3040,,,,,,
60.12,3266.7,,,,,,
60.13,3120,,,,,,
60.14,3306.7,,,,,,
60.15,3133.3,,,,,,
60.16,3093.3,,,,,,
60.17,2986.7,,,,,,
60.18,3173.3,,,,,,
60.19,3093.3,,,,,,
60.2,3200,,,,,,
60.21,3040,,,,,,
60.22,2933.3,,,,,,
60.23,3240,,,,,,
60.24,3026.7,,,,,,
60.25,2946.7,,,,,,
60.26,3293.3,,,,,,
60.27,3226.7,,,,,,
60.28,3226.7,,,,,,
60.29,3040,,,,,,
60.3,3280,,,,,,
60.31,3306.7,,,,,,
60.32,3093.3,,,,,,
60.33,3453.3,,,,,,
60.34,3280,,,,,,
60.35,2986.7,,,,,,
60.36,2986.7,,,,,,
60.37,3186.7,,,,,,
60.38,3160,,,,,,
60.39,2906.7,,,,,,
60.4,2973.3,,,,,,
60.41,3200,,,,,,
60.42,2973.3,,,,,,
60.43,3040,,,,,,
60.44,3213.3,,,,,,
60.45,3306.7,,,,,,
60.46,3186.7,,,,,,
60.47,3240,,,,,,
60.48,3133.3,,,,,,
60.49,2826.7,,,,,,
60.5,3200,,,,,,
60.51,3226.7,,,,,,
60.52,3226.7,,,,,,
60.53,3306.7,,,,,,
60.54,3266.7,,,,,,
60.55,3053.3,,,,,,
60.56,3066.7,,,,,,
60.57,3186.7,,,,,,
60.58,3320,,,,,,
60.59,3320,,,,,,
60.6,2986.7,,,,,,
60.61,2880,,,,,,
60.62,3173.3,,,,,,
60.63,3213.3,,,,,,
60.64,3013.3,,,,,,
60.65,3053.3,,,,,,
60.66,3093.3,,,,,,
60.67,3093.3,,,,,,
60.68,3280,,,,,,
60.69,3053.3,,,,,,
60.7,3000,,,,,,
60.71,3173.3,,,,,,
60.72,3146.7,,,,,,
60.73,2866.7,,,,,,
60.74,3013.3,,,,,,
60.75,3093.3,,,,,,
60.76,3133.3,,,,,,
60.77,3093.3,,,,,,
60.78,3213.3,,,,,,
60.79,3280,,,,,,
60.8,3053.3,,,,,,
60.81,3173.3,,,,,,
60.82,3120,,,,,,
60.83,3213.3,,,,,,
60.84,2973.3,,,,,,
60.85,2973.3,,,,,,
60.86,3240,,,,,,
60.87,3013.3,,,,,,
60.88,3186.7,,,,,,
60.89,3106.7,,,,,,
60.9,2946.7,,,,,,
60.91,2840,,,,,,
60.92,2986.7,,,,,,
60.93,3440,,,,,,
60.94,3093.3,,,,,,
60.95,3266.7,,,,,,
60.96,3040,,,,,,
60.97,3266.7,,,,,,
60.98,2760,,,,,,
60.99,2960,,,,,,
61,2946.7,,,,,,
61.01,3133.3,,,,,,
61.02,3293.3,,,,,,
61.03,3146.7,,,,,,
61.04,3120,,,,,,
61.05,3013.3,,,,,,
61.06,3213.3,,,,,,
61.07,3306.7,,,,,,
61.08,3013.3,,,,,,
61.09,2960,,,,,,
61.1,2946.7,,,,,,
61.11,3000,,,,,,
61.12,2706.7,,,,,,
61.13,2986.7,,,,,,
61.14,2960,,,,,,
61.15,2866.7,,,,,,
61.16,3080,,,,,,
61.17,3080,,,,,,
61.18,2880,,,,,,
61.19,3066.7,,,,,,
61.2,3093.3,,,,,,
61.21,2973.3,,,,,,
61.22,2906.7,,,,,,
61.23,3080,,,,,,
61.24,3080,,,,,,
61.25,3120,,,,,,
61.26,3213.3,,,,,,
61.27,3120,,,,,,
61.28,2840,,,,,,
61.29,3146.7,,,,,,
61.3,3266.7,,,,,,
61.31,3200,,,,,,
61.32,2920,,,,,,
61.33,2826.7,,,,,,
61.34,2893.3,,,,,,
61.35,2973.3,,,,,,
61.36,2933.3,,,,,,
61.37,2920,,,,,,
61.38,2853.3,,,,,,
61.39,2733.3,,,,,,
61.4,2893.3,,,,,,
61.41,3120,,,,,,
61.42,2813.3,,,,,,
61.43,3053.3,,,,,,
61.44,3053.3,,,,,,
61.45,3000,,,,,,
61.46,3026.7,,,,,,
61.47,2986.7,,,,,,
61.48,3053.3,,,,,,
61.49,2826.7,,,,,,
61.5,2920,,,,,,
61.51,3013.3,,,,,,
61.52,2960,,,,,,
61.53,2960,,,,,,
61.54,2946.7,,,,,,
61.55,3106.7,,,,,,
61.56,3146.7,,,,,,
61.57,3106.7,,,,,,
61.58,3106.7,,,,,,
61.59,2840,,,,,,
61.6,3106.7,,,,,,
61.61,3000,,,,,,
61.62,2933.3,,,,,,
61.63,3000,,,,,,
61.64,2946.7,,,,,,
61.65,2813.3,,,,,,
61.66,2920,,,,,,
61.67,3040,,,,,,
61.68,3106.7,,,,,,
61.69,3026.7,,,,,,
61.7,2893.3,,,,,,
61.71,2906.7,,,,,,
61.72,3040,,,,,,
61.73,2706.7,,,,,,
61.74,2586.7,,,,,,
61.75,2826.7,,,,,,
61.76,2800,,,,,,
61.77,2800,,,,,,
61.78,2933.3,,,,,,
61.79,3040,,,,,,
61.8,3293.3,,,,,,
61.81,3200,,,,,,
61.82,2880,,,,,,
61.83,3066.7,,,,,,
61.84,3000,,,,,,
61.85,3200,,,,,,
61.86,3053.3,,,,,,
61.87,3173.3,,,,,,
61.88,3093.3,,,,,,
61.89,2920,,,,,,
61.9,2840,,,,,,
61.91,2853.3,,,,,,
61.92,2880,,,,,,
61.93,2920,,,,,,
61.94,3000,,,,,,
61.95,3080,,,,,,
61.96,2893.3,,,,,,
61.97,3226.7,,,,,,
61.98,3026.7,,,,,,
61.99,2866.7,,,,,,
62,2880,,,,,,
62.01,2920,,,,,,
62.02,2933.3,,,,,,
62.03,2933.3,,,,,,
62.04,2786.7,,,,,,
62.05,2946.7,,,,,,
62.06,2880,,,,,,
62.07,3040,,,,,,
62.08,2786.7,,,,,,
62.09,2800,,,,,,
62.1,2960,,,,,,
62.11,3000,,,,,,
62.12,3160,,,,,,
62.13,2906.7,,,,,,
62.14,2880,,,,,,
62.15,3186.7,,,,,,
62.16,3053.3,,,,,,
62.17,2733.3,,,,,,
62.18,2960,,,,,,
62.19,3160,,,,,,
62.2,2960,,,,,,
62.21,2893.3,,,,,,
62.22,2853.3,,,,,,
62.23,3000,,,,,,
62.24,3080,,,,,,
62.25,2786.7,,,,,,
62.26,2826.7,,,,,,
62.27,3186.7,,,,,,
62.28,2946.7,,,,,,
62.29,2786.7,,,,,,
62.3,2906.7,,,,,,
62.31,2733.3,,,,,,
62.32,2706.7,,,,,,
62.33,2840,,,,,,
62.34,3106.7,,,,,,
62.35,3026.7,,,,,,
62.36,2573.3,,,,,,
62.37,2840,,,,,,
62.38,3000,,,,,,
62.39,3013.3,,,,,,
62.4,3053.3,,,,,,
62.41,3106.7,,,,,,
62.42,2960,,,,,,
62.43,2973.3,,,,,,
62.44,2746.7,,,,,,
62.45,2933.3,,,,,,
62.46,2866.7,,,,,,
62.47,2853.3,,,,,,
62.48,2920,,,,,,
62.49,2853.3,,,,,,
62.5,2960,,,,,,
62.51,2946.7,,,,,,
62.52,2800,,,,,,
62.53,2573.3,,,,,,
62.54,2680,,,,,,
62.55,2906.7,,,,,,
62.56,2906.7,,,,,,
62.57,2933.3,,,,,,
62.58,2866.7,,,,,,
62.59,2920,,,,,,
62.6,3013.3,,,,,,
62.61,2920,,,,,,
62.62,3080,,,,,,
62.63,3253.3,,,,,,
62.64,3120,,,,,,
62.65,3386.7,,,,,,
62.66,3306.7,,,,,,
62.67,3040,,,,,,
62.68,3133.3,,,,,,
62.69,3026.7,,,,,,
62.7,3000,,,,,,
62.71,2920,,,,,,
62.72,2760,,,,,,
62.73,2920,,,,,,
62.74,2893.3,,,,,,
62.75,2973.3,,,,,,
62.76,3053.3,,,,,,
62.77,2946.7,,,,,,
62.78,2906.7,,,,,,
62.79,2920,,,,,,
62.8,2920,,,,,,
62.81,2960,,,,,,
62.82,2840,,,,,,
62.83,3000,,,,,,
62.84,2960,,,,,,
62.85,3080,,,,,,
62.86,3053.3,,,,,,
62.87,2986.7,,,,,,
62.88,2826.7,,,,,,
62.89,3120,,,,,,
62.9,3226.7,,,,,,
62.91,2906.7,,,,,,
62.92,2746.7,,,,,,
62.93,2906.7,,,,,,
62.94,2960,,,,,,
62.95,3000,,,,,,
62.96,2733.3,,,,,,
62.97,3000,,,,,,
62.98,2880,,,,,,
62.99,2973.3,,,,,,
63,3160,,,,,,
63.01,2866.7,,,,,,
63.02,2826.7,,,,,,
63.03,3093.3,,,,,,
63.04,3240,,,,,,
63.05,2893.3,,,,,,
63.06,2720,,,,,,
63.07,2920,,,,,,
63.08,3026.7,,,,,,
63.09,2973.3,,,,,,
63.1,3040,,,,,,
63.11,2920,,,,,,
63.12,3000,,,,,,
63.13,2933.3,,,,,,
63.14,3133.3,,,,,,
63.15,3120,,,,,,
63.16,2986.7,,,,,,
63.17,2933.3,,,,,,
63.18,2893.3,,,,,,
63.19,3120,,,,,,
63.2,2986.7,,,,,,
63.21,3186.7,,,,,,
63.22,2853.3,,,,,,
63.23,2840,,,,,,
63.24,2626.7,,,,,,
63.25,2733.3,,,,,,
63.26,3120,,,,,,
63.27,3146.7,,,,,,
63.28,2826.7,,,,,,
63.29,2960,,,,,,
63.3,3066.7,,,,,,
63.31,2720,,,,,,
63.32,2800,,,,,,
63.33,2946.7,,,,,,
63.34,3133.3,,,,,,
63.35,3093.3,,,,,,
63.36,2840,,,,,,
63.37,3173.3,,,,,,
63.38,3040,,,,,,
63.39,2866.7,,,,,,
63.4,3040,,,,,,
63.41,3066.7,,,,,,
63.42,3013.3,,,,,,
63.43,2800,,,,,,
63.44,2853.3,,,,,,
63.45,3173.3,,,,,,
63.46,3053.3,,,,,,
63.47,2880,,,,,,
63.48,2853.3,,,,,,
63.49,2946.7,,,,,,
63.5,2866.7,,,,,,
63.51,2960,,,,,,
63.52,2720,,,,,,
63.53,2773.3,,,,,,
63.54,2933.3,,,,,,
63.55,2880,,,,,,
63.56,2946.7,,,,,,
63.57,2826.7,,,,,,
63.58,2800,,,,,,
63.59,2853.3,,,,,,
63.6,2973.3,,,,,,
63.61,2800,,,,,,
63.62,2626.7,,,,,,
63.63,2920,,,,,,
63.64,2826.7,,,,,,
63.65,2866.7,,,,,,
63.66,2933.3,,,,,,
63.67,2866.7,,,,,,
63.68,2880,,,,,,
63.69,3213.3,,,,,,
63.7,2986.7,,,,,,
63.71,2866.7,,,,,,
63.72,3053.3,,,,,,
63.73,2920,,,,,,
63.74,2906.7,,,,,,
63.75,2973.3,,,,,,
63.76,2880,,,,,,
63.77,2840,,,,,,
63.78,2866.7,,,,,,
63.79,2613.3,,,,,,
63.8,2706.7,,,,,,
63.81,2933.3,,,,,,
63.82,2773.3,,,,,,
63.83,2893.3,,,,,,
63.84,3026.7,,,,,,
63.85,2973.3,,,,,,
63.86,2920,,,,,,
63.87,2920,,,,,,
63.88,2973.3,,,,,,
63.89,2920,,,,,,
63.9,2893.3,,,,,,
63.91,2920,,,,,,
63.92,3013.3,,,,,,
63.93,2760,,,,,,
63.94,2893.3,,,,,,
63.95,2880,,,,,,
63.96,2946.7,,,,,,
63.97,2786.7,,,,,,
63.98,2653.3,,,,,,
63.99,2693.3,,,,,,
64,2613.3,,,,,,
64.01,2746.7,,,,,,
64.02,2746.7,,,,,,
64.03,2840,,,,,,
64.04,2733.3,,,,,,
64.05,2933.3,,,,,,
64.06,2880,,,,,,
64.07,2986.7,,,,,,
64.08,3133.3,,,,,,
64.09,3160,,,,,,
64.1,3040,,,,,,
64.11,3080,,,,,,
64.12,3040,,,,,,
64.13,2880,,,,,,
64.14,3120,,,,,,
64.15,2746.7,,,,,,
64.16,2866.7,,,,,,
64.17,2893.3,,,,,,
64.18,2893.3,,,,,,
64.19,3080,,,,,,
64.2,2893.3,,,,,,
64.21,2826.7,,,,,,
64.22,2680,,,,,,
64.23,2853.3,,,,,,
64.24,2866.7,,,,,,
64.25,2880,,,,,,
64.26,2973.3,,,,,,
64.27,2946.7,,,,,,
64.28,3000,,,,,,
64.29,3053.3,,,,,,
64.3,2773.3,,,,,,
64.31,2773.3,,,,,,
64.32,3013.3,,,,,,
64.33,2973.3,,,,,,
64.34,3026.7,,,,,,
64.35,3000,,,,,,
64.36,3026.7,,,,,,
64.37,2800,,,,,,
64.38,3160,,,,,,
64.39,2933.3,,,,,,
64.4,2800,,,,,,
64.41,2933.3,,,,,,
64.42,3133.3,,,,,,
64.43,3066.7,,,,,,
64.44,2933.3,,,,,,
64.45,2626.7,,,,,,
64.46,2813.3,,,,,,
64.47,2880,,,,,,
64.48,2853.3,,,,,,
64.49,3320,,,,,,
64.5,3306.7,,,,,,
64.51,2733.3,,,,,,
64.52,2706.7,,,,,,
64.53,3066.7,,,,,,
64.54,3000,,,,,,
64.55,3066.7,,,,,,
64.56,3066.7,,,,,,
64.57,2920,,,,,,
64.58,3013.3,,,,,,
64.59,2920,,,,,,
64.6,2826.7,,,,,,
64.61,2973.3,,,,,,
64.62,3066.7,,,,,,
64.63,2906.7,,,,,,
64.64,2960,,,,,,
64.65,2866.7,,,,,,
64.66,2760,,,,,,
64.67,2813.3,,,,,,
64.68,2680,,,,,,
64.69,2853.3,,,,,,
64.7,2706.7,,,,,,
64.71,2493.3,,,,,,
64.72,2453.3,,,,,,
64.73,2480,,,,,,
64.74,2946.7,,,,,,
64.75,2973.3,,,,,,
64.76,2800,,,,,,
64.77,2720,,,,,,
64.78,2840,,,,,,
64.79,2960,,,,,,
64.8,3240,,,,,,
64.81,2933.3,,,,,,
64.82,2973.3,,,,,,
64.83,3000,,,,,,
64.84,2920,,,,,,
64.85,2906.7,,,,,,
64.86,2853.3,,,,,,
64.87,2920,,,,,,
64.88,3000,,,,,,
64.89,3053.3,,,,,,
64.9,3320,,,,,,
64.91,3200,,,,,,
64.92,2920,,,,,,
64.93,2813.3,,,,,,
64.94,2880,,,,,,
64.95,2813.3,,,,,,
64.96,2946.7,,,,,,
64.97,2826.7,,,,,,
64.98,3066.7,,,,,,
64.99,2920,,,,,,
65,2946.7,,,,,,
65.01,2880,,,,,,
65.02,2733.3,,,,,,
65.03,2813.3,,,,,,
65.04,2760,,,,,,
65.05,2720,,,,,,
65.06,2613.3,,,,,,
65.07,2546.7,,,,,,
65.08,2626.7,,,,,,
65.09,2880,,,,,,
65.1,2853.3,,,,,,
65.11,2666.7,,,,,,
65.12,2826.7,,,,,,
65.13,3160,,,,,,
65.14,3120,,,,,,
65.15,3053.3,,,,,,
65.16,2586.7,,,,,,
65.17,2813.3,,,,,,
65.18,2773.3,,,,,,
65.19,2733.3,,,,,,
65.2,2786.7,,,,,,
65.21,3066.7,,,,,,
65.22,2906.7,,,,,,
65.23,2920,,,,,,
65.24,3000,,,,,,
65.25,3000,,,,,,
65.26,2786.7,,,,,,
65.27,2986.7,,,,,,
65.28,3026.7,,,,,,
65.29,2946.7,,,,,,
65.3,2773.3,,,,,,
65.31,2760,,,,,,
65.32,2693.3,,,,,,
65.33,2826.7,,,,,,
65.34,2866.7,,,,,,
65.35,3066.7,,,,,,
65.36,3240,,,,,,
65.37,2960,,,,,,
65.38,2640,,,,,,
65.39,2986.7,,,,,,
65.4,3026.7,,,,,,
65.41,2986.7,,,,,,
65.42,2866.7,,,,,,
65.43,2826.7,,,,,,
65.44,2893.3,,,,,,
65.45,3120,,,,,,
65.46,3133.3,,,,,,
65.47,2866.7,,,,,,
65.48,2973.3,,,,,,
65.49,3040,,,,,,
65.5,3093.3,,,,,,
65.51,2920,,,,,,
65.52,2760,,,,,,
65.53,2986.7,,,,,,
65.54,2986.7,,,,,,
65.55,2880,,,,,,
65.56,3066.7,,,,,,
65.57,3013.3,,,,,,
65.58,3040,,,,,,
65.59,2866.7,,,,,,
65.6,2840,,,,,,
65.61,2946.7,,,,,,
65.62,2640,,,,,,
65.63,2946.7,,,,,,
65.64,2946.7,,,,,,
65.65,2946.7,,,,,,
65.66,2880,,,,,,
65.67,3200,,,,,,
65.68,3013.3,,,,,,
65.69,2920,,,,,,
65.7,2946.7,,,,,,
65.71,2893.3,,,,,,
65.72,3000,,,,,,
65.73,2986.7,,,,,,
65.74,3026.7,,,,,,
65.75,3266.7,,,,,,
65.76,2880,,,,,,
65.77,2906.7,,,,,,
65.78,3106.7,,,,,,
65.79,2933.3,,,,,,
65.8,3106.7,,,,,,
65.81,3026.7,,,,,,
65.82,3226.7,,,,,,
65.83,3013.3,,,,,,
65.84,3080,,,,,,
65.85,3373.3,,,,,,
65.86,3173.3,,,,,,
65.87,2973.3,,,,,,
65.88,3173.3,,,,,,
65.89,3200,,,,,,
65.9,2786.7,,,,,,
65.91,3000,,,,,,
65.92,3146.7,,,,,,
65.93,2906.7,,,,,,
65.94,2866.7,,,,,,
65.95,3000,,,,,,
65.96,3306.7,,,,,,
65.97,3053.3,,,,,,
65.98,3000,,,,,,
65.99,3093.3,,,,,,
66,3040,,,,,,
66.01,2973.3,,,,,,
66.02,2760,,,,,,
66.03,2986.7,,,,,,
66.04,3413.3,,,,,,
66.05,3506.7,,,,,,
66.06,3413.3,,,,,,
66.07,3480,,,,,,
66.08,3573.3,,,,,,
66.09,3720,,,,,,
66.1,3613.3,,,,,,
66.11,3533.3,,,,,,
66.12,3626.7,,,,,,
66.13,4026.7,,,,,,
66.14,4213.3,,,,,,
66.15,4293.3,,,,,,
66.16,4706.7,,,,,,
66.17,4960,,,,,,
66.18,5226.7,,,,,,
66.19,6160,,,,,,
66.2,6306.7,,,,,,
66.21,7226.7,,,,,,
66.22,7333.3,,,,,,
66.23,8200,,,,,,
66.24,8893.3,,,,,,
66.25,9333.3,,,,,,
66.26,10320,,,,,,
66.27,11693,,,,,,
66.28,12627,,,,,,
66.29,12213,,,,,,
66.3,13120,,,,,,
66.31,12973,,,,,,
66.32,13173,,,,,,
66.33,13027,,,,,,
66.34,11640,,,,,,
66.35,10093,,,,,,
66.36,9586.7,,,,,,
66.37,8693.3,,,,,,
66.38,8293.3,,,,,,
66.39,7866.7,,,,,,
66.4,7293.3,,,,,,
66.41,7320,,,,,,
66.42,7720,,,,,,
66.43,7666.7,,,,,,
66.44,7533.3,,,,,,
66.45,7893.3,,,,,,
66.46,7986.7,,,,,,
66.47,8320,,,,,,
66.48,8466.7,,,,,,
66.49,8506.7,,,,,,
66.5,8893.3,,,,,,
66.51,8466.7,,,,,,
66.52,7946.7,,,,,,
66.53,7400,,,,,,
66.54,6560,,,,,,
66.55,5813.3,,,,,,
66.56,5453.3,,,,,,
66.57,5146.7,,,,,,
66.58,4480,,,,,,
66.59,4120,,,,,,
66.6,3893.3,,,,,,
66.61,3960,,,,,,
66.62,3986.7,,,,,,
66.63,3640,,,,,,
66.64,3506.7,,,,,,
66.65,3306.7,,,,,,
66.66,3440,,,,,,
66.67,3413.3,,,,,,
66.68,3426.7,,,,,,
66.69,3386.7,,,,,,
66.7,3306.7,,,,,,
66.71,3640,,,,,,
66.72,3466.7,,,,,,
66.73,3213.3,,,,,,
66.74,3266.7,,,,,,
66.75,3293.3,,,,,,
66.76,3333.3,,,,,,
66.77,3333.3,,,,,,
66.78,3160,,,,,,
66.79,3213.3,,,,,,
66.8,3080,,,,,,
66.81,2973.3,,,,,,
66.82,3040,,,,,,
66.83,2786.7,,,,,,
66.84,3066.7,,,,,,
66.85,3373.3,,,,,,
66.86,3320,,,,,,
66.87,3280,,,,,,
66.88,3213.3,,,,,,
66.89,3066.7,,,,,,
66.9,2826.7,,,,,,
66.91,3160,,,,,,
66.92,3040,,,,,,
66.93,3093.3,,,,,,
66.94,3040,,,,,,
66.95,2960,,,,,,
66.96,2893.3,,,,,,
66.97,2800,,,,,,
66.98,3040,,,,,,
66.99,3160,,,,,,
67,3053.3,,,,,,
67.01,2880,,,,,,
67.02,3080,,,,,,
67.03,2813.3,,,,,,
67.04,2666.7,,,,,,
67.05,3026.7,,,,,,
67.06,3106.7,,,,,,
67.07,2986.7,,,,,,
67.08,3000,,,,,,
67.09,3040,,,,,,
67.1,2853.3,,,,,,
67.11,2666.7,,,,,,
67.12,2906.7,,,,,,
67.13,3000,,,,,,
67.14,2866.7,,,,,,
67.15,3026.7,,,,,,
67.16,2986.7,,,,,,
67.17,2746.7,,,,,,
67.18,2893.3,,,,,,
67.19,2826.7,,,,,,
67.2,2773.3,,,,,,
67.21,2986.7,,,,,,
67.22,3040,,,,,,
67.23,3026.7,,,,,,
67.24,2613.3,,,,,,
67.25,2533.3,,,,,,
67.26,2906.7,,,,,,
67.27,3133.3,,,,,,
67.28,2840,,,,,,
67.29,2693.3,,,,,,
67.3,2826.7,,,,,,
67.31,2933.3,,,,,,
67.32,3000,,,,,,
67.33,2986.7,,,,,,
67.34,2893.3,,,,,,
67.35,3000,,,,,,
67.36,3093.3,,,,,,
67.37,3186.7,,,,,,
67.38,3146.7,,,,,,
67.39,2853.3,,,,,,
67.4,2760,,,,,,
67.41,2813.3,,,,,,
67.42,2826.7,,,,,,
67.43,2946.7,,,,,,
67.44,3053.3,,,,,,
67.45,3013.3,,,,,,
67.46,3053.3,,,,,,
67.47,2986.7,,,,,,
67.48,2746.7,,,,,,
67.49,2800,,,,,,
67.5,3146.7,,,,,,
67.51,2773.3,,,,,,
67.52,2840,,,,,,
67.53,2786.7,,,,,,
67.54,2746.7,,,,,,
67.55,2893.3,,,,,,
67.56,3253.3,,,,,,
67.57,3133.3,,,,,,
67.58,2946.7,,,,,,
67.59,2960,,,,,,
67.6,2906.7,,,,,,
67.61,3026.7,,,,,,
67.62,3160,,,,,,
67.63,2960,,,,,,
67.64,2853.3,,,,,,
67.65,2613.3,,,,,,
67.66,2773.3,,,,,,
67.67,3066.7,,,,,,
67.68,3040,,,,,,
67.69,2786.7,,,,,,
67.7,2773.3,,,,,,
67.71,3026.7,,,,,,
67.72,2800,,,,,,
67.73,2573.3,,,,,,
67.74,2733.3,,,,,,
67.75,2773.3,,,,,,
67.76,2853.3,,,,,,
67.77,2826.7,,,,,,
67.78,2866.7,,,,,,
67.79,2853.3,,,,,,
67.8,2826.7,,,,,,
67.81,2853.3,,,,,,
67.82,2866.7,,,,,,
67.83,3186.7,,,,,,
67.84,3026.7,,,,,,
67.85,2986.7,,,,,,
67.86,2840,,,,,,
67.87,2666.7,,,,,,
67.88,2973.3,,,,,,
67.89,2946.7,,,,,,
67.9,2800,,,,,,
67.91,2493.3,,,,,,
67.92,2653.3,,,,,,
67.93,2840,,,,,,
67.94,2693.3,,,,,,
67.95,2680,,,,,,
67.96,2680,,,,,,
67.97,2760,,,,,,
67.98,2746.7,,,,,,
67.99,2866.7,,,,,,
68,2773.3,,,,,,
68.01,2946.7,,,,,,
